,Unnamed: 0,Company,depart_time,flight_time,arrival_time,num_stops,stop_location,source,destination,days_remaining,price
250,250,Vistara,18.166666666666668,5.083333333333333,23.25,1,Ahmedabad,Delhi,Mumbai,10,6092
251,251,Vistara,6.5,16.75,23.25,1,Ahmedabad,Delhi,Mumbai,10,6963
252,252,IndiGo,7.333333333333333,4.75,12.083333333333334,1,Jaipur,Delhi,Mumbai,10,7109
253,253,IndiGo,5.75,7.083333333333333,12.833333333333334,1,Bhopal,Delhi,Mumbai,10,7109
254,254,IndiGo,5.25,8.0,13.25,1,Nagpur,Delhi,Mumbai,10,7109
255,255,IndiGo,5.083333333333333,8.25,13.333333333333334,1,Vadodara,Delhi,Mumbai,10,7109
256,256,IndiGo,7.333333333333333,6.416666666666667,13.75,1,Rajkot,Delhi,Mumbai,10,7109
257,257,IndiGo,8.5,7.416666666666667,15.916666666666666,1,Jaipur,Delhi,Mumbai,10,7109
258,258,IndiGo,9.583333333333334,7.333333333333333,16.916666666666668,1,Nagpur,Delhi,Mumbai,10,7109
259,259,IndiGo,13.0,8.833333333333334,21.83333333333333,1,Jaipur,Delhi,Mumbai,10,7109
260,260,IndiGo,18.75,5.333333333333333,0.0833333333333333,1,Bhopal,Delhi,Mumbai,10,7109
261,261,IndiGo,15.0,9.083333333333334,0.0833333333333333,1,Bhopal,Delhi,Mumbai,10,7109
262,262,IndiGo,15.333333333333334,9.333333333333334,0.6666666666666666,1,Nagpur,Delhi,Mumbai,10,7109
263,263,Air India,14.5,3.6666666666666665,18.166666666666668,1,Indore,Delhi,Mumbai,10,7110
