,brand_name,model,year,variant,distance,city,num_of_owners,price
4463,Skoda,Octavia,2019,1.8 TSI AT Style,11555,Delhi_NCR,1,18.15
4464,Mahindra,Scorpio,2018,S5 BSIV,67765,Delhi_NCR,1,10.62
4465,Honda,BR-V,2017,i-DTEC V MT,47631,Delhi_NCR,1,8.74
4466,Mahindra,Scorpio,2020,S11,27393,Delhi_NCR,1,18.77
4467,Maruti,Celerio,2017,VXI CNG BSIV,46534,Delhi_NCR,1,4.39
4468,Maruti,Wagon_R,2015,LXI BS IV,54431,Delhi_NCR,1,3.56
4469,Hyundai,EON,2013,Magna Plus,64244,Delhi_NCR,1,2.7
4470,Renault,Captur,2018,1.5 Petrol RXL,15245,Delhi_NCR,1,7.45
4471,Maruti,Celerio,2017,ZXI AMT BSIV,51677,Delhi_NCR,1,4.46
4472,Maruti,Alto_K10,2014,VXI,21191,Delhi_NCR,1,2.9
4473,Maruti,Ciaz,2018,Alpha BSIV,32480,Delhi_NCR,1,8.19
4474,Maruti,Vitara_Brezza,2021,LXI,16938,Delhi_NCR,1,7.8
4475,Honda,WR-V,2017,i-VTEC S,59072,Delhi_NCR,1,6.6
4476,Maruti,Baleno,2018,1.2 Zeta,46804,Delhi_NCR,1,6.14
4477,MG,Hector,2019,Sharp DCT,34880,Delhi_NCR,1,16.61
4478,Hyundai,Venue,2019,SX Plus Turbo DCT BSIV,11532,Delhi_NCR,1,10.72
4479,MG,Hector,2019,Sharp DCT,7416,Delhi_NCR,1,17.65
4480,Hyundai,i20,2018,1.2 Spotz,69239,Delhi_NCR,1,5.65
4481,Mahindra,Scorpio,2020,S11,31462,Delhi_NCR,1,16.9
4482,Maruti,Alto_800,2018,LXI,25508,Delhi_NCR,1,3.35
4483,Tata,Nexon,2019,KRAZ,36477,Delhi_NCR,1,7.5
4484,Tata,Nexon,2021,XZA Plus AMT,11125,Delhi_NCR,1,10.9
4485,Maruti,Ciaz,2018,Alpha BSIV,50746,Delhi_NCR,1,8.2
4486,Maruti,Ritz,2014,Elate Edition VXi,61502,Delhi_NCR,1,3.25
4487,Honda,Jazz,2015,1.5 SV i DTEC,118769,Delhi_NCR,1,3.79
4488,Maruti,Celerio,2017,Green VXI,89263,Delhi_NCR,1,4.49
4489,Honda,Brio,2015,S MT,48644,Delhi_NCR,1,3.6
4490,Honda,Civic,2019,VX Diesel,48523,Delhi_NCR,1,14.5
4491,Maruti,Alto_800,2021,LXI S-CNG,24100,Delhi_NCR,1,4.7
4492,Tata,Nexon,2021,XZ Plus S,16150,Delhi_NCR,1,10.5
4493,Mahindra,Thar,2017,CRDe,29724,Delhi_NCR,1,7.71
4494,Toyota,Corolla_Altis,2014,G MT,74610,Delhi_NCR,1,7.48
4495,Maruti,Baleno,2019,1.2 Zeta,34103,Delhi_NCR,1,6.83
4496,Honda,City,2014,i VTEC SV,92350,Delhi_NCR,1,4.95
4497,Hyundai,Venue,2019,SX Plus Turbo DCT BSIV,22168,Delhi_NCR,1,9.78
4498,Maruti,Baleno,2016,1.2 CVT Delta,50404,Delhi_NCR,1,5.7
4499,Maruti,Vitara_Brezza,2018,ZDi AMT,77731,Delhi_NCR,1,7.9
4500,Honda,City,2019,i-VTEC ZX,21992,Delhi_NCR,1,11.25
4501,Renault,KWID,2020,1.0 RXT Opt,22770,Delhi_NCR,1,4.2
4502,Hyundai,i20,2015,Sportz 1.2,58964,Delhi_NCR,1,4.81
4503,Toyota,Innova_Crysta,2020,2.4 GX 7 STR AT,76317,Delhi_NCR,1,19.39
4504,Maruti,Baleno,2017,1.2 Delta,39608,Delhi_NCR,1,5.85
4505,Renault,KWID,2017,RXT,32916,Delhi_NCR,1,2.9
4506,Maruti,Swift_Dzire,2012,VXI,36233,Delhi_NCR,1,3.38
4507,Hyundai,Grand_i10,2018,1.2 Kappa Sportz BSIV,35277,Delhi_NCR,1,4.72
4508,Renault,KWID,2017,1.0 RXT,37317,Delhi_NCR,1,3.1
4509,Maruti,Baleno,2018,1.2 Alpha,31939,Delhi_NCR,1,6.58
4510,Mahindra,Thar,2017,CRDe,32179,Delhi_NCR,1,7.67
4511,Jeep,Compass,2018,1.4 Sport,37152,Delhi_NCR,1,11.3
4512,Honda,Jazz,2015,1.2 VX i VTEC,70210,Delhi_NCR,1,4.85
4513,Maruti,Alto_800,2017,VXI,30103,Delhi_NCR,1,3.06
4514,Honda,City,2015,i VTEC V,49270,Delhi_NCR,1,6.48
4515,Maruti,Alto_K10,2016,VXI,30106,Delhi_NCR,1,3.2
4516,Mahindra,XUV500,2015,W6 2WD,47678,Delhi_NCR,1,6.9
4517,Maruti,Ciaz,2015,VDi Plus SHVS,119735,Delhi_NCR,1,4.63
4518,Renault,Triber,2020,RXZ,13442,Delhi_NCR,1,7.05
4519,Hyundai,Grand_i10,2017,1.2 Kappa Sportz Option AT,65221,Delhi_NCR,1,5.09
4520,Maruti,Swift_Dzire,2016,LXI Option,94376,Delhi_NCR,1,3.95
4521,Renault,Kiger,2021,RXT AMT,5799,Delhi_NCR,1,8.02
4522,Hyundai,Creta,2017,1.6 CRDi SX,43146,Delhi_NCR,1,9.83
4523,Maruti,Swift_Dzire,2013,VDI,78875,Delhi_NCR,1,3.55
4524,Maruti,Alto_K10,2018,VXI,28947,Delhi_NCR,1,3.65
4525,Maruti,Baleno,2017,1.2 Delta,51196,Delhi_NCR,1,5.5
4526,Hyundai,i20,2017,Magna 1.2,36633,Delhi_NCR,1,5.48
4527,Nissan,Kicks,2021,1.5 XV,9799,Delhi_NCR,1,9.48
4528,Renault,KWID,2020,1.0 RXT Opt,27797,Delhi_NCR,1,4.2
4529,Hyundai,i20,2018,1.2 Spotz,28886,Delhi_NCR,1,6.28
4530,Maruti,Swift,2018,VXI,59921,Delhi_NCR,1,5.39
4531,Nissan,Micra,2017,XL CVT,37204,Delhi_NCR,1,4.35
4532,Maruti,Baleno,2017,1.2 Alpha,88314,Delhi_NCR,1,5.87
4533,Renault,Kiger,2021,RXL,22845,Delhi_NCR,1,6.71
4534,Maruti,Baleno,2015,1.3 Alpha,65799,Delhi_NCR,1,4.82
4535,Honda,City,2018,i-VTEC CVT ZX,48954,Delhi_NCR,1,10.7
4536,Hyundai,Xcent,2014,1.2 Kappa S Option,95931,Delhi_NCR,1,3.35
4537,Maruti,Baleno,2018,1.2 Zeta,45328,Delhi_NCR,1,6.2
4538,Honda,City,2014,i DTEC E,90402,Delhi_NCR,1,3.57
4539,Honda,Brio,2015,S MT,29460,Delhi_NCR,1,3.45
4540,Maruti,Baleno,2015,1.2 Delta,47224,Delhi_NCR,1,5.15
4541,Nissan,Sunny,2012,XE P,18817,Delhi_NCR,1,2.4
4542,Maruti,Swift,2015,VDI BSIV,78790,Delhi_NCR,1,3.43
4543,Maruti,Swift_Dzire,2015,LDI,66874,Delhi_NCR,1,3.91
4544,Maruti,Baleno,2018,1.2 Delta,42229,Delhi_NCR,1,5.7
4545,Maruti,Wagon_R,2019,LXI CNG,71662,Delhi_NCR,1,5.7
4546,Hyundai,i20,2015,Sportz 1.2,47357,Delhi_NCR,1,5.22
4547,Maruti,Alto_800,2015,VXI,59500,Delhi_NCR,1,2.75
4548,Hyundai,i20,2020,Magna Plus,19428,Delhi_NCR,1,6.39
4549,Maruti,Swift,2015,VVT VXI,29981,Delhi_NCR,1,4.42
4550,Maruti,Swift,2017,VDI,117680,Delhi_NCR,1,3.96
4551,Hyundai,Grand_i10,2020,Magna Corp Edition,2384,Delhi_NCR,1,6.21
4552,Renault,KWID,2016,1.0 RXT Optional,37084,Delhi_NCR,1,2.7
4553,Ford,Ecosport,2017,1.5 Diesel Ambiente BSIV,79121,Delhi_NCR,1,6.78
4554,Honda,Brio,2012,S MT,52237,Delhi_NCR,1,2.3
4555,Honda,City,2014,i DTEC S,70491,Delhi_NCR,1,3.74
4556,Maruti,Swift,2018,AMT VDI,91221,Delhi_NCR,1,6.15
4557,Renault,KWID,2016,RXT Optional,57275,Delhi_NCR,1,2.65
4558,Renault,KWID,2018,RXL,45856,Delhi_NCR,1,2.9
4559,Hyundai,Creta,2018,1.4 E Plus,49141,Delhi_NCR,1,8.86
4560,Maruti,Swift,2018,AMT ZXI,62215,Delhi_NCR,1,6.31
4561,Mahindra,XUV500,2019,W11 AT BSIV,60150,Delhi_NCR,1,15.77
4562,Tata,Tiago,2018,1.2 Revotron XZ,82365,Delhi_NCR,1,3.97
4563,Maruti,Baleno,2019,Alpha,28627,Delhi_NCR,1,7.05
4564,Maruti,Wagon_R,2018,CNG LXI BSIV,57593,Delhi_NCR,1,4.85
4565,Maruti,Swift,2015,VXI,74728,Delhi_NCR,1,4.5
4566,Hyundai,i10,2016,Sportz 1.1L,53928,Delhi_NCR,1,3.45
4567,Mahindra,KUV_100,2016,mFALCON D75 K8,57178,Delhi_NCR,1,3.48
4568,Honda,Brio,2014,S MT,60006,Delhi_NCR,1,3.2
4569,Mahindra,Thar,2017,CRDe,42218,Delhi_NCR,1,7.46
4570,Renault,KWID,2016,1.0 RXT Optional,36869,Delhi_NCR,1,2.85
4571,Maruti,Baleno,2018,1.2 Zeta,29684,Delhi_NCR,1,6.46
4572,Maruti,Swift,2015,VXI,114456,Delhi_NCR,1,4.02
4573,Renault,Duster,2012,85PS Diesel RxL Optional,137227,Delhi_NCR,1,2.65
4574,Maruti,Baleno,2018,1.2 Alpha,9541,Delhi_NCR,1,7.19
4575,Honda,Amaze,2014,EX i-Dtech,103041,Delhi_NCR,1,2.85
4576,Maruti,Swift,2013,VXI,109580,Delhi_NCR,1,3.27
4577,Mahindra,XUV500,2015,W10 AWD,47454,Delhi_NCR,2,8.59
4578,Maruti,Ignis,2019,1.2 Delta BSIV,42001,Delhi_NCR,2,4.5
4579,Mahindra,XUV500,2017,W6 1.99 mHawk,78163,Delhi_NCR,2,8.23
4580,Toyota,Etios_Liva,2018,1.2 G,24200,Delhi_NCR,2,5.22
4581,Datsun,RediGO,2017,1.0 S,34683,Delhi_NCR,2,2.2
4582,Hyundai,Venue,2019,SX Plus Turbo DCT BSIV,26521,Delhi_NCR,2,10.45
4583,Honda,Amaze,2019,VX CVT Petrol BSIV,13591,Delhi_NCR,2,7.6
4584,Hyundai,i20,2016,Asta 1.2,65773,Delhi_NCR,2,5.09
4585,Tata,Altroz,2020,XM,43016,Delhi_NCR,2,6.15
4586,Hyundai,Creta,2016,1.6 VTVT S,68291,Delhi_NCR,2,7.45
4587,Volkswagen,Ameo,2017,1.2 MPI Trendline,61931,Delhi_NCR,2,4.4
