,brand_name,model,year,variant,distance,city,num_of_owners,price
1207,Renault,KWID,2019,RXL,9442,Mumbai,1,3.95
1208,Hyundai,i20_Active,2017,1.4,42845,Mumbai,1,6.42
1209,Hyundai,i20,2015,Sportz 1.2,54365,Mumbai,1,5.05
1210,Hyundai,Grand_i10,2015,Sportz,60576,Mumbai,1,3.75
1211,Hyundai,i20,2017,1.2 Spotz,16183,Mumbai,1,5.34
1212,Maruti,Swift_Dzire,2016,VXI Optional,16210,Mumbai,1,5.37
1213,Maruti,Baleno,2017,1.2 Delta,12480,Mumbai,1,5.65
1214,Honda,Brio,2014,VX AT,22532,Mumbai,1,4.2
1215,Hyundai,i20,2017,1.2 Spotz,50997,Mumbai,1,5.75
1216,Maruti,Swift_Dzire,2013,VDI,68085,Mumbai,1,4.5
1217,Skoda,Rapid,2015,1.6 MPI Ambition BSIV,57556,Mumbai,1,4.03
1218,Maruti,Wagon_R,2018,LXI BS IV,30139,Mumbai,1,4.17
1219,Maruti,Ciaz,2015,ZXi Plus,37260,Mumbai,1,5.96
1220,Maruti,Ciaz,2015,ZXi,97703,Mumbai,1,5.7
1221,Hyundai,i20,2017,1.2 Asta Option,42983,Mumbai,1,6.45
1222,Maruti,SX4_S,2016,DDiS 200 Zeta,59087,Mumbai,1,6.9
1223,Hyundai,Xcent,2015,1.2 Kappa S Option,69190,Mumbai,1,4.0
1224,Honda,Amaze,2014,E i-Vtech,50413,Mumbai,1,3.5
1225,Hyundai,i20_Active,2019,S Petrol,12486,Mumbai,1,6.79
1226,Datsun,GO,2018,T Option BSIV,43167,Mumbai,1,3.5
1227,Toyota,Etios_Cross,2014,1.2L G,28398,Mumbai,1,4.47
1228,Maruti,Baleno,2016,1.2 Delta,49211,Mumbai,1,5.5
1229,Hyundai,Verna,2018,VTVT 1.6 SX,27343,Mumbai,1,8.16
1230,Maruti,Baleno,2017,Alpha,53680,Mumbai,1,6.01
1231,Maruti,Swift_Dzire,2015,ZXI,63010,Mumbai,1,5.26
1232,Hyundai,i20,2015,Asta 1.2,38033,Mumbai,1,5.15
1233,Maruti,Ritz,2014,VXi,46811,Mumbai,1,3.05
1234,Hyundai,Creta,2017,1.6 VTVT SX Plus Dual Tone,28166,Mumbai,1,9.55
1235,Hyundai,i20,2015,Sportz 1.2,26259,Mumbai,1,5.1
1236,Tata,Tiago,2017,1.2 Revotron XZ,59935,Mumbai,1,4.26
1237,Maruti,Vitara_Brezza,2018,ZDi Plus Dual Tone,26092,Mumbai,1,8.95
1238,Renault,Duster,2014,85PS Diesel RxL,103838,Mumbai,1,4.6
1239,Maruti,Swift_Dzire,2017,VDI,35089,Mumbai,1,6.42
1240,Honda,WR-V,2018,i-DTEC VX,87720,Mumbai,1,7.5
1241,Volkswagen,Polo,2016,1.2 MPI Highline,35345,Mumbai,1,5.05
1242,Hyundai,i20,2014,Asta 1.2,31373,Mumbai,1,4.95
1243,Toyota,Corolla_Altis,2015,G MT,80018,Mumbai,1,7.35
1244,Hyundai,Grand_i10,2015,Sportz,36508,Mumbai,1,4.15
1245,Hyundai,Grand_i10,2018,1.2 Kappa Asta,24293,Mumbai,1,5.0
1246,Hyundai,i20,2017,1.2 Spotz,36041,Mumbai,1,5.42
1247,Mahindra,Ssangyong_Rexton,2013,RX5,110499,Mumbai,1,5.35
1248,Volkswagen,Polo,2014,1.2 MPI Highline,37675,Mumbai,1,4.23
1249,Maruti,Baleno,2016,1.2 Alpha,59869,Mumbai,1,5.38
1250,Hyundai,i20,2015,Magna 1.4 CRDi,78962,Mumbai,1,5.05
1251,Maruti,Swift_Dzire,2017,AMT VDI,51348,Mumbai,1,6.7
1252,Tata,Tigor,2017,1.05 Revotorq XZ Option,70086,Mumbai,1,4.91
1253,Volkswagen,Polo,2016,1.5 TDI Highline,90222,Mumbai,1,4.85
1254,Maruti,Baleno,2017,1.2 Delta,44269,Mumbai,1,5.63
1255,Maruti,Swift,2013,VXI,61932,Mumbai,2,3.4
1256,Maruti,Baleno,2017,1.3 Alpha,36716,Mumbai,2,6.4
1257,Honda,City,2016,i VTEC V,31439,Mumbai,2,6.2
1258,Hyundai,i20,2015,Sportz Option 1.2,43982,Mumbai,2,4.77
1259,Hyundai,i20,2017,1.4 Asta Option,90121,Mumbai,2,6.07
1260,Hyundai,i20,2018,1.2 Spotz,8961,Mumbai,2,6.11
1261,Renault,Duster,2018,Petrol RXS CVT,54010,Mumbai,2,7.05
1262,Maruti,Baleno,2018,Alpha CVT,19591,Mumbai,2,7.25
1263,Hyundai,i10,2015,Sportz 1.1L,28452,Mumbai,2,3.4
1264,Hyundai,i20,2017,1.2 Asta Option,48276,Mumbai,2,6.0
1265,Hyundai,Verna,2016,1.6 VTVT SX,84606,Mumbai,2,5.35
1266,Volkswagen,Vento,2016,1.6 Highline,48375,Mumbai,2,5.4
1267,Hyundai,Verna,2016,1.6 VTVT AT SX,46270,Mumbai,2,6.15
1268,Volkswagen,Polo,2015,GT TSI,63021,Mumbai,2,5.25
1269,Toyota,Innova,2015,2.5 GX (Diesel) 7 Seater,117000,Mumbai,2,9.0
1270,Toyota,Fortuner,2018,2.8 4WD AT,55000,Mumbai,2,29.5
1271,Mercedes-Benz,GL-Class,2015,350 CDI Blue Efficiency,68000,Mumbai,2,33.75
1272,Mercedes-Benz,S-Class,2011,S 350 CDI,63000,Mumbai,2,13.75
1273,BMW,3_Series,2014,GT 320d Luxury Line,65000,Mumbai,2,19.75
1274,Maruti,Baleno,2018,Zeta CVT,14000,Mumbai,2,6.8
1275,Hyundai,Grand_i10,2016,Sportz,55940,Mumbai,2,3.95
1276,Hyundai,Verna,2015,1.6 VTVT S,55875,Mumbai,2,6.3
1277,Maruti,Ciaz,2016,ZDi SHVS,77141,Mumbai,2,6.07
1278,Hyundai,Verna,2018,VTVT 1.6 SX,32670,Mumbai,2,8.3
1279,Maruti,Wagon_R,2013,VXI BS IV,36843,Mumbai,2,2.69
1280,Honda,City,2014,i VTEC CVT SV,58210,Mumbai,2,5.1
1281,Honda,City,2016,i VTEC VX,45353,Mumbai,2,7.05
1282,Honda,City,2014,i VTEC CVT SV,64293,Mumbai,2,5.19
1283,Maruti,Celerio,2017,VXI,28283,Mumbai,2,3.39
1284,Honda,Brio,2015,VX AT,42228,Mumbai,2,4.15
1285,Honda,BR-V,2020,i-VTEC S MT,7965,Mumbai,2,8.8
1286,Hyundai,Grand_i10,2015,AT Asta,43601,Mumbai,2,4.35
1287,Hyundai,i20,2014,Asta 1.2,58150,Mumbai,2,4.73
1288,Hyundai,Xcent,2015,1.2 Kappa AT SX Option,36226,Mumbai,2,4.75
1289,Hyundai,Verna,2016,1.6 VTVT SX Option,70410,Mumbai,2,5.47
1290,Nissan,Micra,2017,XV CVT,39324,Mumbai,2,4.3
1291,Hyundai,Creta,2016,1.6 CRDi SX Plus,77208,Mumbai,2,9.75
1292,Hyundai,i20,2015,Magna 1.2,58154,Mumbai,2,4.35
1293,Renault,Duster,2014,110PS Diesel RxL,63058,Mumbai,2,4.7
1294,Mahindra,XUV500,2018,W7 BSIV,45244,Mumbai,2,11.71
1295,Hyundai,Grand_i10,2015,AT Asta,43601,Mumbai,2,4.35
1296,Hyundai,i20,2014,Asta 1.2,58150,Mumbai,2,4.73
1297,Hyundai,Xcent,2015,1.2 Kappa AT SX Option,36226,Mumbai,2,4.75
1298,Hyundai,Verna,2016,1.6 VTVT SX Option,70410,Mumbai,2,5.47
1299,Nissan,Micra,2017,XV CVT,39324,Mumbai,2,4.3
1300,Hyundai,Creta,2016,1.6 CRDi SX Plus,77208,Mumbai,2,9.75
1301,Hyundai,i20,2015,Magna 1.2,58154,Mumbai,2,4.35
1302,Renault,Duster,2014,110PS Diesel RxL,63058,Mumbai,2,4.7
1303,Mahindra,XUV500,2018,W7 BSIV,45244,Mumbai,2,11.71
1304,Maruti,Celerio,2014,VXI AT,54062,Mumbai,2,3.31
1305,Maruti,Ciaz,2017,ZXi,71356,Mumbai,2,5.9
1306,Maruti,Wagon_R,2018,VXI BS IV,5893,Mumbai,2,4.45
1307,Maruti,Alto_800,2015,LXI,36550,Mumbai,2,2.56
1308,Volkswagen,Polo,2014,GT TSI,33649,Mumbai,2,4.7
1309,Toyota,Etios_Cross,2015,1.2L G,42001,Mumbai,2,3.81
1310,Hyundai,Grand_i10,2015,CRDi Sportz,57752,Mumbai,2,3.75
1311,Mahindra,KUV_100,2016,mFALCON G80 K8 5str,54454,Mumbai,2,3.23
1312,Renault,KWID,2016,1.0 RXT Optional AT 2016-2019,26829,Mumbai,2,2.94
1313,Maruti,Swift_Dzire,2016,AMT ZDI,62734,Mumbai,2,6.2
1314,Maruti,Wagon_R,2014,VXI BS IV,39339,Mumbai,2,2.76
1315,Volkswagen,Polo,2015,GT TSI,28833,Mumbai,2,5.15
1316,Hyundai,i20,2012,Magna Optional 1.2,86922,Mumbai,2,2.85
1317,Renault,Duster,2014,85PS Diesel RxL,101350,Mumbai,2,4.67
1318,Maruti,Celerio,2014,VXI,44166,Mumbai,2,3.15
1319,Honda,Brio,2013,EX MT,37376,Mumbai,2,2.6
1320,Hyundai,Verna,2014,1.6 SX VTVT (O) AT,66088,Mumbai,2,4.8
1321,Skoda,Superb,2017,LK 1.8 TSI AT,44028,Mumbai,2,15.9
1322,Hyundai,Verna,2014,1.6 SX CRDI (O) AT,106651,Mumbai,2,5.4
1323,Hyundai,Grand_i10,2017,Magna,24979,Mumbai,2,4.0
1324,Mahindra,Scorpio,2015,S10 8 Seater,71440,Mumbai,2,9.05
1325,Jeep,Compass,2017,1.4 Limited,21291,Mumbai,2,12.95
1326,Ford,Ecosport,2018,1.5 Petrol Titanium BSIV,54842,Mumbai,2,6.43
1327,Maruti,Celerio,2017,VXI,28283,Mumbai,2,3.39
1328,Toyota,Etios,2011,G,78529,Mumbai,2,2.45
1329,Hyundai,i20,2013,Sportz 1.2,45735,Mumbai,2,3.55
1330,Renault,Duster,2014,85PS Diesel RxL,42407,Mumbai,2,4.09
1331,Mahindra,XUV500,2014,W6 2WD,102334,Mumbai,2,5.62
1332,Maruti,Celerio,2015,VXI AT,44458,Mumbai,2,3.3
1333,Hyundai,i20,2012,Magna,29423,Mumbai,2,2.65
1334,Hyundai,i10,2011,Sportz AT,54676,Mumbai,2,2.6
1335,Hyundai,i20,2017,1.2 Spotz,49731,Mumbai,2,4.86
1336,Honda,Brio,2012,V AT,61828,Mumbai,2,2.9
1337,Renault,KWID,2016,RXT,38302,Mumbai,2,2.3
1338,Mahindra,XUV500,2012,W8 2WD,75512,Mumbai,2,4.81
1339,Hyundai,i10,2013,Sportz,19720,Mumbai,2,2.55
1340,BMW,5_Series,2010,520d Sedan,73461,Mumbai,2,10.5
1341,Maruti,Swift_Dzire,2008,VXi,95000,Mumbai,2,2.45
1342,Hyundai,i20,2010,Magna,66000,Mumbai,2,2.45
1343,Mercedes-Benz,E-Class,2010,E250 Petrol,40000,Mumbai,2,10.5
1344,Honda,Jazz,2009,S,78000,Mumbai,2,2.25
1345,Renault,Duster,2013,110PS Diesel RXZ Option,74419,Mumbai,2,4.25
1346,Hyundai,Verna,2014,1.6 VTVT,38000,Mumbai,2,4.15
1347,Hyundai,Creta,2018,1.6 CRDi AT SX Plus,61000,Mumbai,2,11.25
1348,Land,Rover_Range,2011,2.2L Dynamic,57300,Mumbai,2,19.99
1349,Hyundai,Creta,2017,1.6 VTVT AT SX Plus,47000,Mumbai,2,10.11
1350,Hyundai,Verna,2011,1.6 VTVT EX AT,49000,Mumbai,2,3.85
1351,Mercedes-Benz,E-Class,2010,E250 CDI Blue Efficiency,55000,Mumbai,2,10.7
1352,Toyota,Fortuner,2012,4x2 4 Speed AT,73230,Mumbai,2,13.95
1353,Maruti,Wagon_R,2009,LXI BSIII,67476,Mumbai,2,1.99
1354,Maruti,Wagon_R,2013,LXI CNG,65000,Mumbai,2,3.35
1355,Maruti,Ignis,2017,1.2 Zeta BSIV,49411,Mumbai,2,4.85
1356,Renault,Duster,2012,110PS Diesel RxZ,89000,Mumbai,2,4.5
1357,Tata,Tigor,2017,1.2 Revotron XE,23000,Mumbai,2,3.85
1358,Hyundai,i20,2017,Magna 1.2,57222,Mumbai,2,5.3
1359,Ford,Ecosport,2015,1.5 Ti VCT AT Titanium,40000,Mumbai,2,5.55
1360,BMW,X5,2014,xDrive 30d,44000,Mumbai,2,20.0
1361,Hyundai,Creta,2016,1.6 CRDi AT SX Plus,46750,Mumbai,2,10.41
1362,Honda,City,2017,i VTEC CVT VX,15000,Mumbai,2,9.25
1363,Hyundai,i10,2012,Sportz,31036,Mumbai,2,2.75
1364,Maruti,Baleno,2016,Zeta CVT,18000,Mumbai,2,6.9
1365,Toyota,Innova,2010,2.5 G (Diesel) 8 Seater,171003,Mumbai,2,5.3
1366,BMW,5_Series,2008,530i,46000,Mumbai,2,7.11
1367,Toyota,Innova_Crysta,2016,2.4 G MT BSIV,90382,Mumbai,2,14.55
1368,Hyundai,i20,2011,1.2 Asta,62000,Mumbai,2,2.89
1369,Maruti,Ritz,2011,VDi ABS,57200,Mumbai,2,2.95
1370,Maruti,Swift,2009,1.3 LXI,44002,Mumbai,2,1.79
1371,Toyota,Fortuner,2014,4x2 AT,99000,Mumbai,2,15.55
1372,Toyota,Camry,2015,Hybrid,73897,Mumbai,2,15.5
1373,Honda,Amaze,2014,S i-Vtech,35100,Mumbai,2,3.95
1374,Mercedes-Benz,C-Class,2011,C 200 CGI,32001,Mumbai,2,7.49
1375,Mahindra,Bolero,2012,DI 4WD BSIII,75000,Mumbai,2,5.75
1376,Skoda,Superb,2013,Elegance 1.8 TSI AT,49000,Mumbai,2,5.75
1377,Audi,Q5,2011,2.0 TDI,109975,Mumbai,2,10.99
1378,Hyundai,Verna,2014,1.6 SX VTVT,67000,Mumbai,2,4.45
1379,Honda,Civic,2009,Hybrid,69000,Mumbai,2,3.41
1380,Mercedes-Benz,C-Class,2010,220 CDI AT,103346,Mumbai,2,6.5
1381,Hyundai,i20,2011,1.4 CRDi Asta,63586,Mumbai,2,3.11
1382,BMW,3_Series,2015,320d Prestige,84000,Mumbai,2,13.95
1383,Hyundai,Santro_Xing,2009,GLS,80000,Mumbai,2,1.35
1384,Toyota,Fortuner,2014,4x4 AT,81500,Mumbai,2,15.35
1385,Toyota,Innova,2006,2.5 VX (Diesel) 7 Seater BS IV,197333,Mumbai,2,3.35
1386,BMW,5_Series,2015,520d Luxury Line,57000,Mumbai,2,24.5
1387,Hyundai,i10,2009,Asta Sunroof AT,72219,Mumbai,2,2.7
1388,BMW,X1,2013,sDrive20d,32000,Mumbai,2,9.75
1389,Skoda,Superb,2011,Elegance 1.8 TSI,89000,Mumbai,2,3.85
1390,Hyundai,i10,2011,Sportz Option,52000,Mumbai,2,2.5
1391,Skoda,Superb,2012,Elegance 2.0 TDI CR AT,78000,Mumbai,2,5.85
1392,Skoda,Superb,2012,Elegance 1.8 TSI,22000,Mumbai,2,5.45
1393,Hyundai,i20,2014,Magna Optional 1.2,90510,Mumbai,2,3.75
1394,Honda,City,2007,GXi,71000,Mumbai,2,1.45
1395,Ford,Endeavour,2010,3.0L 4X4 AT,99239,Mumbai,2,4.95
1396,Honda,Civic,2011,1.8 V MT,3836,Mumbai,2,3.5
1397,Ford,Figo,2014,Petrol ZXI,64432,Mumbai,2,2.7
1398,Honda,City,2016,i VTEC CVT VX,32000,Mumbai,2,7.75
1399,Honda,City,2016,i VTEC CVT VX,21000,Mumbai,2,7.75
1400,Hyundai,Creta,2017,1.6 VTVT AT SX Plus,38000,Mumbai,2,10.45
1401,Volkswagen,Jetta,2013,2.0L TDI Comfortline,45000,Mumbai,2,5.66
1402,Maruti,Swift_Dzire,2016,AMT ZDI,48000,Mumbai,2,6.11
1403,Skoda,Fabia,2014,1.2L Diesel Ambiente,54000,Mumbai,2,3.75
1404,Honda,Jazz,2011,X,26000,Mumbai,2,2.75
1405,Hyundai,Creta,2017,1.6 VTVT AT SX Plus,56000,Mumbai,2,11.4
1406,Mercedes-Benz,S-Class,2011,S 350 CDI,81150,Mumbai,2,14.95
1407,Maruti,SX4,2008,Vxi BSIII,133000,Mumbai,2,1.95
1408,Maruti,Swift,2011,VXI,32000,Mumbai,2,3.25
1409,Maruti,Ertiga,2015,VXI ABS,75000,Mumbai,2,7.29
1410,Toyota,Fortuner,2012,4x2 AT,58000,Mumbai,2,13.45
1411,Mercedes-Benz,CLA,2020,Urban Sport 200d,8000,Mumbai,2,32.75
1412,Mahindra,Scorpio,2011,SLE 7S BSIV,76321,Mumbai,2,4.15
1413,Mercedes-Benz,E-Class,2011,E250 CDI Blue Efficiency,86000,Mumbai,2,10.49
1414,Hyundai,i10,2012,Era,31992,Mumbai,2,2.5
1415,Maruti,Ciaz,2014,VXi Option,40000,Mumbai,2,5.5
1416,Maruti,Ertiga,2016,CNG VXI,60000,Mumbai,2,8.25
1417,Toyota,Innova_Crysta,2018,2.4 G MT BSIV,63724,Mumbai,2,16.25
1418,Hyundai,Tucson,2017,2.0 e-VGT 2WD MT,62341,Mumbai,2,12.85
1419,Hyundai,Santro_Xing,2003,XG,62100,Mumbai,2,0.65
1420,Maruti,Celerio,2018,ZXI AMT BSIV,15000,Mumbai,2,4.35
1421,Maruti,SX4,2007,Vxi BSIII,110000,Mumbai,2,1.3
1422,Honda,Civic,2012,1.8 V AT,80000,Mumbai,2,3.99
1423,Maruti,Ertiga,2017,CNG VXI,76380,Mumbai,2,7.35
1424,Honda,City,2014,i VTEC SV,55000,Mumbai,2,5.65
1425,Skoda,Rapid,2016,1.6 MPI AT Style Plus,25035,Mumbai,2,5.75
1426,Honda,Jazz,2015,1.2 V i VTEC,40000,Mumbai,2,4.95
1427,Maruti,Ertiga,2012,LXI,49050,Mumbai,2,4.9
1428,Toyota,Corolla_Altis,2008,G,113100,Mumbai,2,2.5
1429,Maruti,Swift,2013,ZDi,75000,Mumbai,2,3.95
1430,Honda,City,2009,1.5 S MT,68000,Mumbai,2,2.7
1431,Honda,City,2009,1.5 S AT,68000,Mumbai,2,2.75
1432,Mercedes-Benz,C-Class,2015,C 200 AVANTGARDE,26000,Mumbai,2,21.75
1433,Maruti,Celerio,2017,VXI,43086,Mumbai,2,4.5
1434,Volkswagen,Passat,2011,Diesel Comfortline 2.0 TDI,57000,Mumbai,2,5.85
1435,Ford,Endeavour,2011,3.0L 4X4 AT,90000,Mumbai,2,5.21
1436,Honda,City,2009,1.5 S MT,68898,Mumbai,2,2.75
1437,Toyota,Camry,2014,2.5 G,71001,Mumbai,2,10.95
1438,Hyundai,i10,2012,Sportz,36003,Mumbai,2,2.85
1439,Ford,Endeavour,2018,2.2 Trend AT 4X2,68002,Mumbai,2,25.5
1440,Hyundai,i10,2012,Sportz AT,50002,Mumbai,2,2.95
1441,Ford,Endeavour,2016,3.2 Trend AT 4X4,81002,Mumbai,2,22.95
1442,Skoda,Octavia,2016,Ambition Plus 1.8 TSI AT,34002,Mumbai,2,10.75
1443,Ford,Fiesta,2014,1.5 TDCi Ambiente,65001,Mumbai,2,3.25
1444,Honda,Jazz,2018,V CVT,46001,Mumbai,2,6.45
1445,Volvo,XC60,2014,D4 KINETIC,57003,Mumbai,2,15.95
1446,Toyota,Fortuner,2012,4x2 Manual,138003,Mumbai,2,11.95
1447,Aston,Martin_Vantage,2013,V8 Sport,19003,Mumbai,2,73.95
1448,Mahindra,Bolero,2012,XL 7 STR,15002,Mumbai,2,7.5
1449,Mercedes-Benz,B_Class,2014,B180 CDI,55000,Mumbai,2,9.75
1450,Ford,Ecosport,2013,1.5 DV5 MT Titanium Optional,80000,Mumbai,2,4.65
1451,Hyundai,i20,2013,Sportz AT 1.4,55300,Mumbai,2,3.75
1452,Hyundai,Santro_Xing,2005,XG,66200,Mumbai,2,0.89
1453,Maruti,Swift,2010,ZXI BSIV,80000,Mumbai,2,2.1
1454,Hyundai,i10,2008,Magna 1.1L,67136,Mumbai,2,1.6
1455,Mahindra,Xylo,2010,D2,71000,Mumbai,2,2.1
1456,Mahindra,Xylo,2009,E8,72000,Mumbai,2,2.9
1457,Toyota,Corolla,2005,H5,78000,Mumbai,2,1.65
1458,Honda,City,2008,VTEC,80000,Mumbai,2,1.65
1459,Datsun,GO,2015,T BSIV,31000,Mumbai,2,2.65
1460,Maruti,Ertiga,2014,VDI,86000,Mumbai,2,5.85
1461,Toyota,Etios_2014-2016,2015,VX,50000,Mumbai,2,4.75
1462,Maruti,Ertiga,2013,ZDI,59000,Mumbai,2,6.49
1463,Toyota,Etios_2014-2016,2015,VX,50000,Mumbai,2,4.75
1464,Honda,City,2010,1.5 S MT,68000,Mumbai,2,2.85
1465,Ford,Endeavour,2012,3.0L 4X4 AT,111000,Mumbai,2,4.9
1466,Hyundai,Grand_i10,2014,AT Asta,50562,Mumbai,2,4.35
1467,Hyundai,Creta,2020,SX Opt Diesel AT,54000,Mumbai,2,18.5
1468,Honda,City,2011,1.5 V MT,64200,Mumbai,2,3.7
1469,Maruti,Ertiga,2015,CNG VXI,63603,Mumbai,2,6.25
1470,Skoda,Rapid,2015,1.5 TDI Elegance Plus Black Package,75000,Mumbai,2,4.85
1471,Skoda,Rapid,2011,1.6 MPI AT Elegance,49000,Mumbai,2,3.25
1472,Volkswagen,Jetta,2012,1.4 TSI Comfortline,82290,Mumbai,2,4.65
1473,Audi,A6,2011,3.0 TDI quattro,38000,Mumbai,2,12.5
1474,Audi,A6,2011,3.0 TDI quattro,38000,Mumbai,2,12.5
1475,Ford,Ecosport,2015,1.5 TDCi Trend BSIV,88000,Mumbai,2,4.85
1476,Toyota,Fortuner,2011,3.0 Diesel,221001,Mumbai,2,9.55
1477,Chevrolet,Cruze,2012,LTZ,70000,Mumbai,2,4.25
1478,Audi,A6,2016,35 TFSI Matrix,61000,Mumbai,2,21.99
1479,Ford,Ecosport,2015,1.5 Petrol Titanium BSIV,61127,Mumbai,2,5.35
1480,Hyundai,i10,2012,Sportz AT,46000,Mumbai,2,3.49
1481,Volvo,V40,2017,D3 R Design,68000,Mumbai,2,21.0
1482,Mercedes-Benz,E-Class,2012,E200 CGI Blue Efficiency,47000,Mumbai,2,11.75
1483,Toyota,Innova_Crysta,2018,2.4 G MT BSIV,51544,Mumbai,2,16.25
1484,BMW,7_Series,2012,730Ld Sedan,38000,Mumbai,2,27.5
1485,Hyundai,i20,2018,Petrol CVT Asta,20858,Mumbai,2,7.35
1486,Skoda,Octavia,2019,2.0 TDI AT Style Plus,58000,Mumbai,2,19.35
1487,Maruti,Baleno,2016,Alpha,56000,Mumbai,2,5.25
1488,Maruti,Zen_Estilo,2012,LXI Green (CNG),65000,Mumbai,2,2.35
1489,Hyundai,i20,2012,1.2 Sportz,76000,Mumbai,2,2.99
1490,Maruti,Swift,2010,ZXI ABS,78229,Mumbai,2,2.75
1491,Maruti,SX4,2008,Vxi BSIII,84000,Mumbai,2,1.8
1492,Land,Rover_Discovery,2015,TD4 HSE,70000,Mumbai,2,26.95
1493,Maruti,Wagon_R,2011,CNG LXI BSIV,38282,Mumbai,2,2.65
1494,Hyundai,Grand_i10,2015,Asta,45408,Mumbai,2,4.0
1495,Mahindra,XUV500,2013,W8 FWD,123000,Mumbai,2,5.85
1496,Mercedes-Benz,B_Class,2014,B180 Sports,21000,Mumbai,2,12.95
1497,Hyundai,i10,2010,Sportz 1.2 AT,70000,Mumbai,2,2.25
1498,Skoda,Rapid,2012,1.6 MPI Elegance,80000,Mumbai,2,3.85
1499,Maruti,Celerio,2017,VXi AMT,39526,Mumbai,2,4.25
1500,Tata,Nexon,2018,1.2 Revotron XZ Plus,29000,Mumbai,2,7.25
1501,Jaguar,XF,2014,2.0 Litre Petrol,47000,Mumbai,2,18.75
1502,Toyota,Etios,2011,VX,88000,Mumbai,2,3.25
1503,Volkswagen,Polo,2016,GT TSI,45000,Mumbai,2,6.2
1504,Honda,Civic,2007,1.8 S AT,99000,Mumbai,2,1.95
1505,Maruti,Swift_Dzire,2010,VXi,71000,Mumbai,2,2.75
1506,Maruti,Swift_Dzire,2010,VXi,60770,Mumbai,2,2.65
1507,BMW,5_Series,2010,520d Sedan,89000,Mumbai,2,10.5
1508,Mercedes-Benz,E-Class,2011,E250 CDI Elegance,63000,Mumbai,2,9.25
1509,Hyundai,i20,2011,1.2 Sportz,30000,Mumbai,2,2.62
1510,Land,Rover_Discovery,2017,TD4 HSE Luxury,55000,Mumbai,2,37.5
1511,Mercedes-Benz,C-Class,2014,C 200 AVANTGARDE,50000,Mumbai,2,11.85
1512,Tata,Tiago,2017,1.05 Revotorq XT,48394,Mumbai,2,3.8
1513,Toyota,Corolla_Altis,2013,G,115992,Mumbai,2,3.9
1514,Maruti,Wagon_R,2014,CNG LXI,72986,Mumbai,2,3.5
1515,Volkswagen,Vento,2011,Diesel Trendline,91000,Mumbai,2,2.75
1516,Toyota,Fortuner,2012,4x2 4 Speed AT,197000,Mumbai,2,12.25
1517,Honda,City,2015,i VTEC SV,29988,Mumbai,2,5.45
1518,Tata,Indica,2012,TDI LX,120000,Mumbai,2,1.8
1519,Toyota,Innova,2014,2.5 G (Diesel) 8 Seater BS IV,76000,Mumbai,2,7.75
1520,Toyota,Innova,2011,2.5 V Diesel 7-seater,88000,Mumbai,2,6.7
1521,Toyota,Fortuner,2015,4x2 AT,85849,Mumbai,2,17.5
1522,Volkswagen,Passat,2018,2.0 TDI AT Highline,50000,Mumbai,2,19.75
1523,Toyota,Corolla_Altis,2016,G AT,54000,Mumbai,2,9.75
1524,Maruti,Swift_Dzire,2009,VDi,67316,Mumbai,2,2.65
1525,Maruti,Swift,2006,ZXI ABS,120000,Mumbai,2,1.51
1526,Maruti,Ertiga,2013,ZDI,81471,Mumbai,2,6.85
1527,Ford,Figo,2010,Diesel EXI,110000,Mumbai,2,1.42
1528,Hyundai,EON,2012,Era Plus,60000,Mumbai,2,1.95
1529,BMW,X5,2015,xDrive 30d Design Pure Experience 5 Seater,64000,Mumbai,2,32.5
1530,BMW,X1,2018,sDrive20d Expedition,36000,Mumbai,2,24.3
1531,Volkswagen,Polo,2014,1.2 MPI Comfortline,63500,Mumbai,2,3.85
1532,Ford,Figo,2011,Diesel ZXI,75000,Mumbai,2,1.95
1533,Hyundai,Verna,2012,1.6 SX VTVT (O),46054,Mumbai,2,4.45
1534,Honda,Jazz,2010,Mode,59000,Mumbai,2,2.79
1535,Tata,Zest,2014,Revotron 1.2 XT,37552,Mumbai,2,2.9
1536,Toyota,Camry,2014,Hybrid,112000,Mumbai,2,12.75
1537,Hyundai,i20,2011,1.4 CRDi Sportz,84000,Mumbai,2,3.15
1538,Mercedes-Benz,M-Class,2010,ML 350 CDI Corporate,68000,Mumbai,2,13.75
1539,Mercedes-Benz,E-Class,2010,E 250 Elegance,83919,Mumbai,2,8.99
1540,Hyundai,Creta,2018,1.6 SX Automatic,26928,Mumbai,2,13.35
1541,Maruti,Swift_Dzire,2014,VXI,85000,Mumbai,2,4.65
1542,Hyundai,i10,2013,Asta AT,63000,Mumbai,2,3.45
1543,BMW,3_Series,2014,320d GT Sport Line,79000,Mumbai,2,18.75
1544,Renault,Fluence,2014,E4 D,80000,Mumbai,2,5.35
1545,Maruti,Wagon_R,2017,VXI,50000,Mumbai,2,3.8
1546,Ford,Ecosport,2013,1.5 Ti VCT AT Titanium,57000,Mumbai,2,5.21
1547,Honda,City,2015,i VTEC CVT VX,75132,Mumbai,2,6.11
1548,Honda,Jazz,2015,1.2 V i VTEC,40000,Mumbai,2,4.95
1549,Tata,Altroz,2021,XZ Plus,33720,Kolkata,1,8.52
1550,Maruti,Ignis,2017,1.2 Alpha BSIV,5967,Kolkata,1,5.1
1551,Renault,KWID,2019,RXL BSIV,61628,Kolkata,1,3.15
1552,Honda,City,2017,i VTEC S,36346,Kolkata,1,5.96
